Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
SPINECARE CHIROPRACTIC INC.,603 013 866,WA PROFIT CORPORATION,"33103 PACIFIC HWY S STE 4, FEDERAL WAY, WA, 98003, UNITED STATES",WON KIM,Voluntarily Dissolved
"SPINESTRONG CHIROPRACTIC, PLLC",604 012 967,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1001 SUMMITVIEW AVE, YAKIMA, WA, 98902, UNITED STATES",SPINESTRONG CHIROPRACTIC PLLC,Administratively Dissolved
"SPOKANE VALLEY CHIROPRACTIC CENTER, PLLC",602 626 648,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"905 N PINES RD, SUITE C, SPOKANE VLY, WA, 99206-4900, UNITED STATES",ERIC COUGH DC,Active
"STADELMAN CHIROPRACTIC AND WELLNESS CENTER, PLLC",602 905 540,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"10822 NE 2ND PL, BELLEVUE, WA, 98004, UNITED STATES",DR PETER N STADELMAN,Administratively Dissolved
"STANFORD CHIROPRACTIC, PLLC",603 432 956,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2816 E 30TH AVE, SPOKANE, WA, 99223-4782, UNITED STATES",NATHAN STANFORD,Active
"STANTON CHIROPRACTIC, INC.",602 191 781,WA PROFIT CORPORATION,"2366 EASTLAKE AVE E #326, SEATTLE, WA, 98102, UNITED STATES",LARRY  P STANTON,Inactive
"STANWOOD FAMILY CHIROPRACTIC, PLLC",602 901 649,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"9123 271ST ST NW, ARLINGTON, WA, 98223, UNITED STATES",BRANDON FALK,Active
"STARR CHIROPRACTIC, PS",602 698 931,WA PROFESSIONAL SERVICE CORPORATION,"200 W MERCER ST, SEATTLE, WA, 98119, UNITED STATES",RICHARD WALING,Inactive
"STATE STREET FAMILY CHIROPRACTIC, INC",602 721 821,WA PROFIT CORPORATION,"9414 STATE AVE, MARYSVILLE, WA, 98270, UNITED STATES",GORDON MYCO,Inactive
STEMP FAMILY CHIROPRACTIC LLC,602 956 959,WA LIMITED LIABILITY COMPANY,"6915 LAKEWOOD DR W, SUITE A2, TACOMA, WA, 98467-3299, UNITED STATES",BRIAN J STEMP DC,Active
"STERLING CHIROPRACTIC, LLC",603 070 437,WA LIMITED LIABILITY COMPANY,"337 W MAIN ST, MONROE, WA, 98272-1811, UNITED STATES",RAY THOMAS CLOGSTON,Active
STEVEN TEAGUE DOCTOR OF CHIROPRACTIC PS,604 037 569,WA PROFESSIONAL SERVICE CORPORATION,"1331 118TH AVE SE #200, BELLEVUE, WA, 98005, UNITED STATES",STEVEN TEAGUE,Administratively Dissolved
STILL-WELL CHIROPRACTIC CLINIC INC. P.S.,600 502 787,WA PROFESSIONAL SERVICE CORPORATION,"4537 YAKIMA AVE, TACOMA, WA, 98418-4929, UNITED STATES",KENNETH  STILLWELL,Active
"STILLWELL FAMILY CHIROPRACTIC CENTER, P.S., INC.",603 163 198,WA PROFESSIONAL SERVICE CORPORATION,"27020 PACIFIC HIGHWAY SOUTH, SUITE B, KENT, WA, 98032, UNITED STATES",WILLIAM STILLWELL,Active
"STOWELL CHIROPRACTIC AND MASSAGE, P.S.",602 370 100,WA PROFESSIONAL SERVICE CORPORATION,,AARON STOWELL,Inactive
"STRAIGHT CHIROPRACTIC, INCORPORATED",602 370 054,WA PROFIT CORPORATION,"318 E PARK ST, NORTH BEND, WA, 98045-8200, UNITED STATES",SCOTT A MASSENGILL,Active
"STRAIT CHIROPRACTIC, P.S.",601 883 073,WA PROFESSIONAL SERVICE CORPORATION,"20 LEE CHATFIELD WAY, SEQUIM, WA, 98382-3593, UNITED STATES",MARY F PFAFF-PIERCE,Active
"STRATEGIC CHIROPRACTOR, LLC",602 818 896,WA LIMITED LIABILITY COMPANY,"35507 113TH AVE CT E, EATONVILLE, WA, 98328, UNITED STATES","INCORP SERVICES, INC.",Voluntarily Dissolved
"STRATEGIC HEALTH CHIROPRACTIC AND MASSAGE, PLLC",602 515 144,WA LIMITED LIABILITY COMPANY,"1200 112TH AVE NE STE C180, BELLEVUE, WA, 98004, UNITED STATES",STEPHEN CHAN,Active
"STRINGER CHIROPRACTIC, P.S.",601 699 572,WA PROFESSIONAL SERVICE CORPORATION,"10303 19TH AVE SE, SUITE B, EVERETT, WA, 98208-4265, UNITED STATES",CHARLES J STRINGER,Active
"SULLIVAN CHIROPRACTIC CLINIC, INC., P.S.",600 468 515,WA PROFESSIONAL SERVICE CORPORATION,,EDWARD C SULLIVAN,Inactive
"SULTAN CHIROPRACTIC CENTER, INC.",601 471 458,WA PROFIT CORPORATION,"311 US HWY 2, SULTAN, WA, 98294, UNITED STATES",BRIAN C COPPLE,Active
"SUMMERS CHIROPRACTIC AND MASSAGE, INC.",602 482 821,WA PROFIT CORPORATION,"2201 SW 356TH ST., FEDERAL WAY, WA, 98023, UNITED STATES",LEANNE SUMMERS,Administratively Dissolved
"SUMMERS CHIROPRACTIC, LLC",602 868 121,WA LIMITED LIABILITY COMPANY,,LEANNE SUMMERS,Administratively Dissolved
"SUMMERS CHIROPRACTIC, PS",603 216 178,WA PROFESSIONAL SERVICE CORPORATION,"2201 SW 356TH ST, FEDERAL WAY, WA, 98023, UNITED STATES",GREG SUMMERS,Administratively Dissolved
"SUMMIT CHIROPRACTIC CENTER INCORPORATED,  P.S.",600 455 541,WA PROFESSIONAL SERVICE CORPORATION,,JACK O KANTOLA,Inactive
"SUMMIT CHIROPRACTIC CENTER, PLLC",603 246 695,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2530 NE KRESKY AVE STE A, CHEHALIS, WA, 98532-2406, UNITED STATES",AARON WILSON,Active
SUMMIT CHIROPRACTIC CORP.,602 511 323,WA PROFIT CORPORATION,"8221 5TH AVE. NE STE. 1, SEATTLE, WA, 98115, UNITED STATES",RAYMOND  SUE,Inactive
SUMMIT CHIROPRACTIC LLC,603 115 292,WA LIMITED LIABILITY COMPANY,"831 12TH AVE, LONGVIEW, WA, 98632, UNITED STATES",SUMMIT CHIROPRACTIC,Administratively Dissolved
"SUMMIT FAMILY CHIROPRACTIC, PLLC",602 431 328,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2109 196TH ST SW, STE 1, LYNNWOOD, WA, 98036-3800, UNITED STATES",ANDREW SHANNAHAN,Active
SUNCREST CHIROPRACTIC PS,603 575 610,WA PROFESSIONAL SERVICE CORPORATION,"5978 HWY 291#2, NINE MILE FALLS, WA, 99026, UNITED STATES",MELINDA SAUVAGE,Active
"SUNNYSIDE CHIROPRACTIC CENTRE, P.S.",602 550 784,WA PROFESSIONAL SERVICE CORPORATION,"823 LINCOLN AVE, SUNNYSIDE, WA, 98944, UNITED STATES",JORY L ANDERSON,Active
"SUNRISE CHIROPRACTIC, PLLC",604 472 856,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"9100 15TH AVE NE, SEATTLE, WA, 98115-3112, UNITED STATES",JACQUELINE BARTLETT-BATTERMAN,Delinquent
"SUNSET BOULEVARD CHIROPRACTIC, P.S.",602 610 352,WA PROFESSIONAL SERVICE CORPORATION,"323 S PITTSBURG ST, SPOKANE, WA, 99202, UNITED STATES",CYNTHIA L SCHWARTZ,Inactive
"SUNSET CHIROPRACTIC AND WELLNESS CENTER, INC.",602 302 140,WA PROFIT CORPORATION,"22015 HWY 410 E, BONNEY LAKE, WA, 98391, UNITED STATES",AARON R SMITH,Administratively Dissolved
SURPRISE LAKE CHIROPRACTIC INC,603 072 115,WA PROFIT CORPORATION,"2748 MILTON WAY STE 211, MILTON, WA, 98354, UNITED STATES",ROBIN SHAMPINE,Administratively Dissolved
"SUTTON CHIROPRACTIC AND MASSAGE, P.S.",601 919 947,WA PROFESSIONAL SERVICE CORPORATION,"1518 BISHOP RD SW, TUMWATER, WA, 98512-7354, UNITED STATES",MARK SUTTON,Active
"SWANSON & SEEPERSAD CHIROPRACTIC, P.S.",602 897 079,WA PROFESSIONAL SERVICE CORPORATION,"3703 CALIFORNIA AVE SW, SUITE A, SEATTLE, WA, 98116-3777, UNITED STATES",JUSTIN M SWANSON,Active
"SWEENEY CHIROPRACTIC CLINIC, PS",601 931 992,WA PROFESSIONAL SERVICE CORPORATION,,GREG SWEENEY,Inactive
"SWEET CHIROPRACTIC, INC. P.S.",603 073 539,WA PROFESSIONAL SERVICE CORPORATION,"3535 MARTIN WAY E, OLYMPIA, WA, 98506, UNITED STATES",JAY SWEET D.C.,Active
SWENDSEN CHIROPRACTIC CLINIC P.S.,602 717 205,WA PROFESSIONAL SERVICE CORPORATION,"1011 E MAIN AVE #201, PUYALLUP, WA, 98372, UNITED STATES",TODD BERGSTROM,Active
"SYLVAN CHIROPRACTIC CENTER, INC.",601 900 192,WA PROFIT CORPORATION,"1018 SYLVAN WAY, UNIT A, BREMERTON, WA, 98310-2813, UNITED STATES",DR RUPA DARA,Active
"SYMMETRY CHIROPRACTIC WELLNESS CENTER, INC. PS",603 201 093,WA PROFIT CORPORATION,"3710 168TH ST NE, B102, ARLINGTON, WA, 98223, UNITED STATES",DEVIN BROSSARD,Active
"SYNERGY CHIROPRACTIC AND WELLNESS, LLC",604 187 679,WA LIMITED LIABILITY COMPANY,"23006 27TH AVE SE, 12-307, BOTHELL, WA, 98021-7876, UNITED STATES",MATTHEW PLATT,Administratively Dissolved
"SYNERGY CHIROPRACTIC, LLC",603 221 817,WA LIMITED LIABILITY COMPANY,"410 WASHINGTON STREET, ST. 200, WENATCHEE, WA, 98801, UNITED STATES",TYLER COPENHAVER,Administratively Dissolved
SYNSVOLL CHIROPRACTIC INC,603 195 920,WA PROFIT CORPORATION,"1808 SW 9TH AVE, SUITE 110, BATTLE GROUND, WA, 98604-3284, UNITED STATES",MAXWELL E SYNSVOLL,Administratively Dissolved
T & T CHIROPRACTIC L.L.C.,602 706 844,WA LIMITED LIABILITY COMPANY,"689 STRANDER BLVD BLDG C, TUKWILA, WA, 98188-2922, UNITED STATES",TUNG TRAN,Active
"TACOMA CHIROPRACTIC CENTER, LLC",602 914 981,WA LIMITED LIABILITY COMPANY,"2611 N STEVENS ST, TACOMA, WA, 98407-4670, UNITED STATES",ROBERT  STALDER,Active
TACOMA CHIROPRACTIC GROUP LLC,603 267 855,WA LIMITED LIABILITY COMPANY,"19503 105TH AVENUE CT E, GRAHAM, WA, 98338-6492, UNITED STATES",DAN SCHNEIDER,Active
"TACOMA FAMILY CHIROPRACTIC, INC., P.S.",602 013 760,WA PROFESSIONAL SERVICE CORPORATION,"1033 N TACOMA AVE, TACOMA, WA, 98403-2928, UNITED STATES",DALTON THACKER,Active
"TACOMA MALL CHIROPRACTIC, PLLC",603 153 274,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,ISLAM WARDAK,Administratively Dissolved
"TANASSE CHIROPRACTIC, INC.",602 254 674,WA PROFIT CORPORATION,"344 CLEVELAND AVE SE, SUITE D, TUMWATER, WA, 98501, UNITED STATES","TANASSE CHIROPRACTIC, INC.",Active
"TENINO CHIROPRACTIC, INC.",603 039 804,WA PROFIT CORPORATION,"284 LEE ST SW STE 128, TUMWATER, WA, 98501, UNITED STATES",TRAVIS VAUGHN,Inactive
"TERRY CHIROPRACTIC, P.S.",603 014 159,WA PROFESSIONAL SERVICE CORPORATION,,MICHAEL ATERRY,Administratively Dissolved
"TERRY FAMILY CHIROPRACTIC, PS",603 123 497,WA PROFESSIONAL SERVICE CORPORATION,"4340 PACIFIC HWY UNIT 103, BELLINGHAM, WA, 98226, UNITED STATES",DANIEL TERRY,Active
TETUAN INNOVATIVE CHIROPRACTIC CARE P.S.,603 233 986,WA PROFESSIONAL SERVICE CORPORATION,"1215 120TH AVE NE #100, BELLEVUE, WA, 98005, UNITED STATES",DR ADAM TETUAN,Active
THE ADJUSTMEANT CHIROPRACTIC PLLC,604 619 604,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8700 N NINE MILE RD, NINE MILE FLS, WA, 99026-9211, UNITED STATES",AMANDA RANDOLPH,Active
THE ART OF CHIROPRACTIC PC,603 605 273,WA PROFESSIONAL SERVICE CORPORATION,"1616 SEASONS LN NW, SILVERDALE, WA, 98383, UNITED STATES",AINSLEY PARKS,Administratively Dissolved
"THE CHIROPRACTIC ADVANTAGE, P.S., INC.",601 512 603,WA PROFESSIONAL SERVICE CORPORATION,,E STEPHEN SAUNDERS,Inactive
THE CHIROPRACTIC PLACE PS,602 817 461,WA PROFESSIONAL SERVICE CORPORATION,"11803 101ST AVE E #100, PUYALLUP, WA, 98373, UNITED STATES",RICHARD WARD,Administratively Dissolved
"THE CHIROPRACTIC SOLUTION, LLC",602 962 070,WA LIMITED LIABILITY COMPANY,"2457 GRAND AVE, EAST WENATCHEE, WA, 98802, UNITED STATES",JOSEPH FORSTER,Inactive
"THE CHIROPRACTIC ZONE, INC., P.S.",602 367 754,WA PROFESSIONAL SERVICE CORPORATION,"1705 E MAIN ST, PO BOX 1258, FREELAND, WA, 98249, UNITED STATES",CRAIG WWEINSTON,Inactive
"THE CHIROPRACTOR, D.C. P.C.",602 306 395,WA PROFESSIONAL SERVICE CORPORATION,,NW MANAGEMENT,Inactive
"THE CHIROPRACTORS CLINIC, P.S.",600 461 626,WA PROFESSIONAL SERVICE CORPORATION,"3593 NW BUCKLIN HILL RD, SILVERDALE, WA, 98383-0483, UNITED STATES",DR DAVID WAYNE STEDMAN,Active
"THE FAMILY HEALTH CLINIC OF CHIROPRACTIC, PS",603 061 249,WA PROFIT CORPORATION,"486 S MILITARY RD, WINLOCK, WA, 98596, UNITED STATES",MICHAEL FOSTER,Active
THE HOME CHIROPRACTOR LLC,604 070 115,WA LIMITED LIABILITY COMPANY,"13110 NE 177TH PL #1005, WOODINVILLE, WA, 98072, UNITED STATES",LEGALINC CORPORATE SERVICES INC,Voluntarily Dissolved
"THE MUSCLE JOINT CHIROPRACTIC HEALTH & FITNESS, LLC",603 389 431,WA LIMITED LIABILITY COMPANY,"871 W Z ST, WASHOUGAL, WA, 98671, UNITED STATES",JOHN CANTU,Administratively Dissolved
"THIEDE CHIROPRACTIC P.S., INC.",601 762 766,WA PROFESSIONAL SERVICE CORPORATION,"2908 MERIDIAN E STE 103, EDGEWOOD, WA, 98371, UNITED STATES",CONRAD J THIEDE,Active
"THOELKE CHIROPRACTIC & WELLNESS,PLLC",604 016 301,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8803 W GRANDRIDGE BLVD, KENNEWICK, WA, 99336, UNITED STATES",ROTH BUSINESS SERVICES PLLC,Administratively Dissolved
THOMLINSON FAMILY CHIROPRACTIC PLLC,604 455 975,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"13316 108TH AVE E, PUYALLUP, WA, 98374-5614, UNITED STATES",ZACHARY THOMLINSON,Active
THOMPSON CHIROPRACTIC L.L.C.,602 153 905,WA LIMITED LIABILITY COMPANY,"1624 PIONEER ST STE A, ENUMCLAW, WA, 98022-2299, UNITED STATES",DANIEL THOMPSON,Active
THORLAKSON CHIROPRACTIC LLC,604 229 396,WA LIMITED LIABILITY COMPANY,"112 W RAILROAD ST, CLE ELUM WA 98922, CLE ELUM, WA, 98922-1131, UNITED STATES",ERIN THORLAKSON,Active
"THORNOCK CHIROPRACTIC, PLLC",603 073 356,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2935 COVEY LN, SUNNYSIDE, WA, 98944-8941, UNITED STATES",CHAD THORNOCK,Active
"THREE RIVERS CHIROPRACTIC AND HEALTH, INC.",602 411 755,WA PROFIT CORPORATION,"1701 W 33RD AVE, KENNEWICK, WA, 99337, UNITED STATES",AARON CHAN,Inactive
"THRIVE CHIROPRACTIC AND WELLNESS CENTER, P.L.L.C.",603 454 209,WA LIMITED LIABILITY COMPANY,"4008 S PINE ST, TACOMA, WA, 98409-5612, UNITED STATES",ALLISON  SCHOLES,Active
THRIVE CHIROPRACTOR LLC,603 164 021,WA LIMITED LIABILITY COMPANY,"12310 YAKIMA VALLEY HWY - 1544, ZILLAH, WA, 98953, UNITED STATES",TOREY STONEMETZ,Active
"THURBER FAMILY CHIROPRACTIC, PLLC",603 185 553,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"8350 W. GRANDRIDGE BLVE STE 100, KENNEWICK, WA, 99336, UNITED STATES",MILO THURBER,Active
"TILLMAN FAMILY CHIROPRACTIC, INC., P.S.",603 340 859,WA PROFESSIONAL SERVICE CORPORATION,,OWNER/PRESIDENT,Voluntarily Dissolved
"TIMMS FAMILY CHIROPRACTIC, PLLC",604 349 845,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1412 NE 134TH ST STE 100, VANCOUVER, WA, 98685-2720, UNITED STATES",BRIAN TIMMS,Active
"TNT CHIROPRACTIC, PLLC",602 842 426,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1209 MEADE AVE, PROSSER, WA, 99350-1423, UNITED STATES",TIMOTHY N THOMPSON,Active
"TODAY'S CHIROPRACTIC CLINIC, P.S.",602 437 477,WA PROFESSIONAL SERVICE CORPORATION,"614 S 225TH, DES MOINES, WA, 98198, UNITED STATES","KR SERVICES, LLC",Active
"TOFTNESS CHIROPRACTIC, PS",602 678 085,WA PROFESSIONAL SERVICE CORPORATION,"610 N. MISSION STE 102, WENATCHEE, WA, 98801, UNITED STATES",THOMAS F OCONNELL,Active
"TONY GARENT CHIROPRACTIC CLINIC, P.L.L.C.",602 088 907,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"9 E 1ST AVE STE 1, SELAH, WA, 98942-1400, UNITED STATES",TONY GARENT,Active
"TOPPENISH CHIROPRACTIC CLINIC, PS.",602 352 503,WA PROFIT CORPORATION,"604 W 4TH AVE, TOPPENISH, WA, 98948, UNITED STATES",DONALD BERRETH,Active
"TORRES CHIROPRACTIC, PS",603 462 576,WA PROFESSIONAL SERVICE CORPORATION,"11210 BRIDGEPORT WAY SW, LAKEWOOD, WA, 98499-3003, UNITED STATES",GABRIEL TORRES,Active
"TOTAL CARE CHIROPRACTIC, INC.",603 039 168,WA PROFIT CORPORATION,"3615 STEILACOOM BLVD SE #204, LAKEWOOD, WA, 98499, UNITED STATES",FRANK K LEE,Active
"TOTEM LAKE CHIROPRACTIC CENTER, INC. P.S.",602 302 352,WA PROFESSIONAL SERVICE CORPORATION,,RAYMOND FURSMAN,Inactive
TREE CHIROPRACTIC PLLC,604 094 826,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2935 COVEY LN, SUNNYSIDE, WA, 98944-8941, UNITED STATES",GEORGE TREE,Active
TREE OF LIFE CHIROPRACTIC LLC,603 257 888,WA LIMITED LIABILITY COMPANY,"4814 INTERLAKE AVE N, SUITE C, SEATTLE, WA, 98103-6772, UNITED STATES",CARL MOE,Active
"TRILOGY CHIROPRACTIC, LLC",603 189 503,WA LIMITED LIABILITY COMPANY,"3933 STONE WAY N, SEATTLE, WA, 98103-8017, UNITED STATES",CHRISTY MAIA,Active
"TRINITY CHIROPRACTIC, INC. PS",602 974 490,WA PROFESSIONAL SERVICE CORPORATION,"7517 CUSTER RD W, LAKEWOOD, WA, 98499, UNITED STATES",ALEX ZYLSTRA,Active
"TRIQUEST CHIROPRACTIC, LLC",604 377 724,WA LIMITED LIABILITY COMPANY,"11212 NE 36TH PL APT E224, BELLEVUE, WA, 98004-7997, UNITED STATES",CAMERON LEE,Active
TROTTER CHIROPRACTIC LLC,603 003 011,WA LIMITED LIABILITY COMPANY,"925 5TH STREET SUITE B, WENATCHEE, WA, 98801, UNITED STATES",DR ADAM TROTTER,Active
TRUE ALIGNMENT CHIROPRACTIC INC,604 081 432,WA PROFIT CORPORATION,"3201 WILLAMETTE DR NE, SUITE F, LACEY, WA, 98516-1376, UNITED STATES",CHRISTOPHER KLIEM,Active
TRUE NORTH CHIROPRACTIC LLC,604 264 092,WA LIMITED LIABILITY COMPANY,"9015 HOLMAN RD NW STE 2, SEATTLE, WA, 98117-3481, UNITED STATES",JAKE WILLIAMS,Active
"TRUNELL CHIROPRACTIC AND WELLNESS CLINIC, P.S.",602 407 716,WA PROFESSIONAL SERVICE CORPORATION,"5220 RAINIER AVE S, SEATTLE, WA, 98118, UNITED STATES",SHAMONICA L TRUNELL,Inactive
TUKWILA CHIROPRACTIC PLLC,603 518 589,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"17620 140TH AVE SE, SUITE C5, RENTON, WA, 98058-6813, UNITED STATES",GURPREET GILL,Delinquent
"TUMWATER CHIROPRACTIC CENTER, P.S.",603 099 983,WA PROFESSIONAL SERVICE CORPORATION,"128 D ST SW, TUMWATER, WA, 98501-4064, UNITED STATES",LONNIE D LOWE DC,Active
"TUMWATER CHIROPRACTIC CENTER, PLLC",602 451 305,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3948 CLEVELAND AVE #A, TUMWATER, WA, 98501, UNITED STATES",LONNIE D LOWE,Inactive
"TUTTLE CHIROPRACTIC CENTER, P.S.",602 306 970,WA PROFESSIONAL SERVICE CORPORATION,"5916 117TH PL SW, MUKILTEO, WA, 98275-4879, UNITED STATES",DR CRAIG TUTTLE,Active
"TWIN LAKES CHIROPRACTIC, INC. P.S.",601 924 090,WA PROFESSIONAL SERVICE CORPORATION,"1901 24TH AVENUE CT, MILTON, WA, 98354, UNITED STATES",DIANA D HANSEN,Active
"ULCHIRO, INC.",601 716 719,WA PROFIT CORPORATION,,KYONG M MONTGOMERY,Inactive
UNISON CHIROPRACTIC PS,602 829 870,WA PROFESSIONAL SERVICE CORPORATION,"5358 33RD AVE. NW #204, GIG HARBOR, WA, 98335, UNITED STATES",TAE AHN,Inactive
UNISON CHIROPRACTIC PS,603 139 103,WA PROFESSIONAL SERVICE CORPORATION,"5358 33RD AVE STE 204, GIG HARBOR, WA, 98335-1773, UNITED STATES",TAE AHN,Active
UNIVERSAL CHIROPRACTIC CENTER PLLC,603 416 561,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"5301 EVERGREEN WAY STE B, EVERETT, WA, 98203, UNITED STATES",COLIN DERLEG,Administratively Dissolved
"UNIVERSAL CHIROPRACTIC OF EVERETT, P.L.L.C.",602 097 624,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,SCOTT C HENDERSON ESQ,Inactive
"UNIVERSITY CHIROPRACTIC CLINIC, INC., P.S.",600 347 531,WA PROFESSIONAL SERVICE CORPORATION,,H RUSSELL MILLER,Inactive
"UNIVERSITY CHIROPRACTIC SERVICES, INC.",601 766 634,WA PROFIT CORPORATION,"303 S UNIVERSITY RD, SPOKANE VLY, WA, 99206, UNITED STATES",KARL V SMITH D C,Active
UNIVERSITY CHIROPRACTIC VENTURES LLC,601 923 142,WA LIMITED LIABILITY COMPANY,,KARL SMITH,Inactive
"UNIVERSITY PLACE CHIROPRACTIC, INC.",602 453 769,WA PROFESSIONAL SERVICE CORPORATION,"2607 BRIDGEPORT WAY WEST, UNIVERSITY PLACE, WA, 98466, UNITED STATES","NELSON & CARVER, P.S.",Active
"UPTONS CHIROPRACTIC, PS",603 034 167,WA PROFESSIONAL SERVICE CORPORATION,"1836 25TH AVE NE, MAPLE VALLEY, WA, 98038, UNITED STATES",DR MICHAEL UPTON,Administratively Dissolved
URGENT CARE CHIROPRACTIC CENTER INC. P.S.,602 163 941,WA PROFESSIONAL SERVICE CORPORATION,"3910 196TH ST SW STE E, LYNNWOOD, WA, 98036-5770, UNITED STATES",ALNOOR BHANJI,Active
URGENT CARE CHIROPRACTIC CENTER OF KENT PLLC,602 372 236,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"10216 SE 256 ST STE 102B, KENT, WA, 98030, UNITED STATES",ALNOOR BHANJI,Administratively Dissolved
URGENT CARE CHIROPRACTIC CENTER OF LACEY PLLC,602 372 237,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"4403 LACEY BLVD SE, LACEY, WA, 98513, UNITED STATES",ALNOOR BHANJI,Administratively Dissolved
URGENT CARE CHIROPRACTIC CENTER OF MARYSVILLE PLLC,602 618 725,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"605 STATE AVE, MARYSVILLE, WA, 98270, UNITED STATES",ALNOOR BHANJI,Administratively Dissolved
URGENT CARE CHIROPRACTIC KENT PLLC,604 472 892,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"4714 FAIRWOOD BLVD. N.E. # 1201, SUITE 100, DES MOINES, WA, 98198, UNITED STATES",ALNOOR BHANJI,Active
"VALENTE CHIROPRACTIC, PLLC",602 871 016,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3017 E FRANCIS AVE, STE 101, SPOKANE, WA, 99208-2435, UNITED STATES","ELEVEN-FOURTEEN, INC.",Active
"VALESCERE CHIROPRACTIC, LLC",601 940 229,WA LIMITED LIABILITY COMPANY,,THOMAS J PAK,Inactive
"VALLEY CHIROPRACTIC AND WELLNESS, PLLC",603 475 378,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1420 ROOSEVELT AVE STE 7, MOUNT VERNON, WA, 98273-2687, UNITED STATES",DARREN JAMES DIMOCK,Active
"VAN DRIESSCHE CHIROPRACTIC, P.S.",602 167 063,WA PROFESSIONAL SERVICE CORPORATION,"12704 MUKILTEO SPEEDWAY, SUITE C, MUKILTEO, WA, 98275, UNITED STATES",DR MARC  VAN DRIESSCHE DC,Active
VAN FLEET CHIROPRACTIC P.S.,603 102 349,WA PROFESSIONAL SERVICE CORPORATION,"1060 HUDSON ST, LONGVIEW, WA, 98632, UNITED STATES",CLINTON VAN FLEET,Active
"VAN FLEET CHIROPRACTIC, INC.",603 073 172,WA PROFIT CORPORATION,"1060 HUDSON, LONGVIEW, WA, 98632, UNITED STATES",CLINTON VAN FLEET,Inactive
VANCOUVER CHIROPRACTIC GROUP L.L.C.,603 365 628,WA LIMITED LIABILITY COMPANY,"16821 SE MCGILLIVRAY BLVD #204, VANCOUVER, WA, 98683, UNITED STATES",DAN SCHNEIDER,Administratively Dissolved
VANCOUVER CHIROPRACTIC INC.,602 496 508,WA PROFIT CORPORATION,"703 BROADWAY ST STE 500, VANCOUVER, WA, 98660-3307, UNITED STATES",LINDSEY SINNER,Active
"VANCOUVER FAMILY CHIROPRACTIC, LLC",604 166 265,WA LIMITED LIABILITY COMPANY,"11815 NE HWY 99 #A, VANCOUVER, WA, 98686, UNITED STATES",SHAUN MIKOWSKI,Active
"VANQUAETHEM CHIROPRACTIC AT MADISON PARK, INC.",602 446 982,WA PROFIT CORPORATION,"4105 EAST MADISON STREET, SUITE 2, SEATTLE, WA, 98112, UNITED STATES",AMY  VANQUAETHEM,Inactive
"VANQUAETHEM CHIROPRACTIC CLINIC, P.S.",601 042 117,WA PROFESSIONAL SERVICE CORPORATION,"1645 COOPER POINT RD SW, OLYMPIA, WA, 98502-5735, UNITED STATES",JANIE VANQUAETHEM,Active
"VANQUAETHEM CHIROPRACTIC OLYMPIA, INC",604 620 409,WA PROFIT CORPORATION,"4419 HARRISON AVE NW, OLYMPIA, WA, 98502-5087, UNITED STATES",AMY VANQUAETHEM,Active
"VANQUAETHEM FAMILY CHIROPRACTIC, PLLC",603 455 748,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,KELLY D SHERWOOD,Administratively Dissolved
"VELICKOFF CHIROPRACTIC, LLC",602 783 438,WA LIMITED LIABILITY COMPANY,"133 COTTAGE AVE B2, CASHMERE, WA, 98815, UNITED STATES",THOMAS VELICKOFF,Active
VERHUNCE CHIROPRACTIC CORPORATION,602 003 024,WA PROFIT CORPORATION,"21904 MARINE VIEW DR S, SUITE C, DES MOINES, WA, 98198-6103, UNITED STATES",BONNIE VERHUNCE,Active
VIA FAMILY CHIROPRACTIC LLC,603 044 688,WA LIMITED LIABILITY COMPANY,"755 SOUTH GRAND #3, PULLMAN, WA, 99163, UNITED STATES",FRED DEVLIN,Active
